GISPROD3OSMPTrailsOSMPOBJECTID,GISPROD3OSMPTrailsOSMPOWNER,GISPROD3OSMPTrailsOSMPBICYCLES,GISPROD3OSMPTrailsOSMPDISPLAY,GISPROD3OSMPTrailsOSMPTRAILTYPE,GISPROD3OSMPTrailsOSMPDATEFROM,GISPROD3OSMPTrailsOSMPDATETO,GISPROD3OSMPTrailsOSMPSEGMENTID,GISPROD3OSMPTrailsOSMPHORSES,GISPROD3OSMPTrailsOSMPRID,GISPROD3OSMPTrailsOSMPTRLID,GISPROD3OSMPTrailsOSMPMILEAGE,GISPROD3OSMPTrailsOSMPMEASUREDFEET,GISPROD3OSMPTrailsOSMPTRAILNAME,GISPROD3OSMPTrailsOSMPGlobalID,GISPROD3OSMPTrailsOSMPDIFFICULTY,GISPROD3OSMPTrailsOSMPDOGS,GISPROD3OSMPTrailsOSMPDOGREGGEN,GISPROD3OSMPTrailsOSMPDOGREGDESC,GISPROD3OSMPTrailClosuresOBJECTID,GISPROD3OSMPTrailClosuresRID,GISPROD3OSMPTrailClosuresCLOSUREDURATION,GISPROD3OSMPTrailClosuresWEBLINK,GISPROD3OSMPTrailClosuresCLOSUREAREA,GISPROD3OSMPTrailClosuresTRAILSTATUS,GISPROD3OSMPTrailClosuresCLOSUREREASON,GISPROD3OSMPTrailClosuresLOCATIONDESCRIPTION,GISPROD3OSMPTrailClosuresCONTACT,GISPROD3OSMPTrailClosuresCOMMENTS,GISPROD3OSMPTrailClosuresGLOBALID,GISPROD3OSMPTrailClosuresSEGMENTID
2868,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,308-298-299,Yes,1486,308,0.166,885,Red Rocks Spur,{ABD5A846-794A-4517-B0D2-D22211AD95F1},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1333,1486,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{0FACB44A-D3CD-4815-8E83-1CAFB43B921E},308-298-299
2869,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,308-297-298,Yes,1487,308,0.015,82,Red Rocks Spur,{3E567951-6B47-4BE8-AC71-7D7194C2236C},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1334,1487,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{2894DA16-6C4F-46FC-9EC1-D9963269D3B9},308-297-298
2870,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,308-298-293,Yes,1488,308,0.111,654,Red Rocks Spur,{0883E6DD-7D34-4D91-BECD-37A6C568B040},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1335,1488,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{26ADFACE-B7FD-43D2-9E6F-4CAF57C67248},308-298-293
2871,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,286-292-296,Yes,1489,286,0.209,1172,Red Rocks,{81951DD0-50CA-4479-99AB-AF2ED906F7ED},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1336,1489,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/services/osmp-closures,Trail closed 11/16-11/19,{4B021E0D-9EA7-4940-96E5-552C7EB18A43},286-292-296
2872,OSMP,No,Yes,Hiking Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,308-294-293,Yes,1490,308,0.034,170,Red Rocks Spur,{9297D28E-D48D-465A-BD63-5216D1709428},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1337,1490,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{B3927353-4F86-4B20-A298-4A89ABEDC4FC},308-294-293
2873,OSMP,No,Yes,Hiking Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,308-293-294,Yes,1491,308,0.116,592,Red Rocks Spur,{1C8B7ECE-47E2-48BF-92FF-6ABCEE41A790},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1338,1491,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{5B327890-F7BF-4B93-B963-1B54768BA2B1},308-293-294
2874,OSMP,No,Yes,Hiking Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,308-294-295,Yes,1492,308,0.005,21,Red Rocks Spur,{D80F992D-8124-4925-BA6A-6AA816F05434},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1339,1492,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{06299454-922E-4C9C-9DBF-FF39AD1B579B},308-294-295
2875,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,308-293-292,Yes,1493,308,0.021,108,Red Rocks Spur,{B451A30E-A938-43B8-8D5C-DC69DA042946},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1340,1493,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{2E1267C4-4770-4CDA-8F53-1F935603EF08},308-293-292
2876,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,286-292-291,Yes,1494,286,0.025,123,Red Rocks,{8A651374-E151-42FE-9700-A51CAE4BC5FA},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1341,1494,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{15B22564-E459-4677-9AC2-D164A5367385},286-292-291
2877,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,308-312-314,Yes,1574,308,0.012,63,Red Rocks Spur,{31D38979-AB68-4813-B8CE-755CB7E37770},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1342,1574,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/services/osmp-closures,Trail closed 8/17 for helicopter work,{155E5DB4-FB76-4DA2-9AB5-9BE692B9FAFF},308-312-314
2878,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,308-314-315,Yes,1575,308,0.047,257,Red Rocks Spur,{37E959BB-A704-473A-91A5-EE780EC57D71},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1343,1575,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/services/osmp-closures,Trail closed 8/17 for helicopter work,{2F0A5AF1-5D69-4241-AF2E-FCDED13D7EF4},308-314-315
2879,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,308-311-314,Yes,1576,308,0.022,124,Red Rocks Spur,{5858A06F-5064-4EE1-87F6-00D7B16265D6},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1344,1576,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/services/osmp-closures,Trail closed 8/17 for helicopter work,{A0D8440E-5CD1-4201-B347-464E4D23F9CF},308-311-314
2880,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,308-311-312,Yes,1577,308,0.017,86,Red Rocks Spur,{1596E843-3070-41DD-9254-6BC5C374AA12},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1345,1577,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/services/osmp-closures,Trail closed 8/17 for helicopter work,{B1D5CE80-A469-4325-BA43-7FEE7E0460C7},308-311-312
2881,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,308-312-313,Yes,1578,308,0.063,344,Red Rocks Spur,{8FEA28C9-01B2-4506-B24B-4A2E8F83D68A},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1346,1578,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/services/osmp-closures,Trail closed 8/17 for helicopter work,{97E31412-7E1B-4A28-8263-A0EAC9D7E3B6},308-312-313
2882,OSMP,No,Yes,Hiking Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,285-050-052,Yes,1411,285,0.008,-9999,Viewpoint,{F512A6F5-2D0B-4B2F-A8AA-8F59A4D541A1},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1347,1411,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{982F9478-8BB4-4C94-84EC-8B3665C771D3},285-050-052
2883,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,280-205-194,Yes,1268,280,0.164,866,Flagstaff,{F8342F2D-40A2-441D-B688-A2861E126023},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1348,1268,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{2329ED8A-4147-4BBC-8E47-1D572E4B45EF},280-205-194
2884,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,280-193-205,Yes,1269,280,0.198,1069,Flagstaff,{0EE9D612-2FA4-4FAE-93B9-793D87AF37D6},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1349,1269,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{1A92DF80-5509-41A8-A5C1-CD5F74ECDE5B},280-193-205
2885,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,284-201-202,Yes,1279,284,0.066,355,Halfway House,{375E2A06-EA15-4D25-908C-11E612E6E245},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1350,1279,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{6D7C036C-4901-4D25-8237-64725C2E8A26},284-201-202
2886,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,284-204-201,Yes,1280,284,0.099,513,Halfway House,{689EC2F6-E1E5-45EC-9A84-8C65BABA04C3},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1351,1280,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{16E00110-7D9F-42AD-ADCD-BD88809C0AD8},284-204-201
2887,OSMP,No,Yes,Hiking Trail,2016/03/30 00:00:00+00,2099/12/31 00:00:00+00,283-202-204,Yes,1359,283,0.078,424,Panorama,{DAAAE4C3-4CA1-499A-B5B5-A9FE44261908},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1352,1359,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{C2542020-D0D1-4DEF-BD15-456BC4CDEDD1},283-202-204
2888,OSMP,No,Yes,Hiking Trail,2016/03/30 00:00:00+00,2099/12/31 00:00:00+00,283-204-205,Yes,1360,283,0.102,548,Panorama,{C1D3A511-0A82-4FC6-9717-3C903330D367},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1353,1360,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{72D387BC-8B80-4DFB-A4A1-2B31FA6B9751},283-204-205
2889,OSMP,No,Yes,Hiking Trail,2016/03/30 00:00:00+00,2099/12/31 00:00:00+00,283-202-048,Yes,1405,283,0.09,491,Panorama,{E090D162-AAA9-4F72-96F8-7D43F454DB4E},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1354,1405,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{98CA31BE-A9FC-45AE-9F1F-368210DA0465},283-202-048
2890,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,285-048-049,Yes,1406,285,0.7,3737,Viewpoint,{884072B4-653D-4C17-9401-42F165E6ED19},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1355,1406,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{9885512A-C35A-437E-80D5-B35AC88773BB},285-048-049
2891,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,285-049-050,Yes,1407,285,0.113,624,Viewpoint,{342776BD-E6A2-4AD7-98CA-8F3886DFBC92},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1356,1407,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{97DD9310-37B6-4ED6-883E-98E1D7B0E9E6},285-049-050
2892,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,285-050-051,Yes,1408,285,0.007,29,Viewpoint,{9D54034A-FDD3-41C5-9183-53D1F0DED1A4},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1357,1408,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{F351C487-4DEB-49B1-9182-514BD6615182},285-050-051
2893,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,285-051-053,Yes,1409,285,0.022,116,Viewpoint,{1BA25CC6-E20A-49B8-9747-5908A08FC637},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1358,1409,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{07D4DBCC-6379-4F7C-AB7B-0C1B88AFB275},285-051-053
2894,OSMP,No,Yes,Hiking Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,285-051-052,Yes,1410,285,0.006,40,Viewpoint,{45E759A9-4E21-4DDA-B212-E880B9AF9183},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1359,1410,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{24B1629D-4F13-4B66-96B4-86E445781E2D},285-051-052
2895,OSMP,No,Yes,Hiking Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,285-052-054,Yes,1412,285,0.085,446,Viewpoint,{01BE837B-A6CF-4F58-A21E-35F43D854904},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1360,1412,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{31527931-06BB-46BF-8D94-C04D329FE497},285-052-054
2896,OSMP,No,Yes,Hiking Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,285-054-055,Yes,1413,285,0.111,583,Viewpoint,{C966D2CB-6E60-4DD3-AB1A-49EDB5008CB9},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1361,1413,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{65CA4A16-0FDB-45E1-A164-4210422E23DD},285-054-055
2897,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,285-054-049,Yes,1414,285,0.06,316,Viewpoint,{CF465646-6251-41FC-85CE-C66846152661},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1362,1414,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{534745CD-CC2A-44BB-BF8F-59F53F230A1C},285-054-049
2898,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,284-200-225,Yes,1541,284,0.023,116,Halfway House,{5B80D2C9-BB14-4453-8EEC-47CA4B2D8BD4},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1363,1541,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{349DE077-E849-45D7-A76A-AF588AC05F78},284-200-225
2899,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,284-225-201,Yes,1542,284,0.033,181,Halfway House,{2C43662C-4574-49ED-A2DB-5AA10E824F95},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1364,1542,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{5417E032-E2A4-4B89-BC3D-D94B5D15A8AE},284-225-201
2900,OSMP,No,Yes,Hiking Trail,2016/08/31 00:00:00+00,2099/12/31 00:00:00+00,279-185-184,Yes,1218,279,0.08,367,Artist Point,{7242E16F-88ED-4D76-95D9-B499E83A4F93},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1602,1218,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{664C40F7-425D-4F60-BFCA-297B400E628E},279-185-184
2901,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,278-181-182,Yes,1294,278,0.109,360,May's Point,{945383F8-C8D0-4248-B60E-F76DA3F40977},Moderate,No,No Dogs,No Dogs,1603,1294,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{5D83E676-3C23-43C9-9ED4-73B61E207DB9},278-181-182
2902,OSMP,No,Yes,Hiking Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,277-180-181,Yes,1243,277,0.262,1431,Boy Scout,{9D3E0429-15D4-4B6D-B6F4-736146F91C3E},Moderate,No,No Dogs,No Dogs,1365,1243,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{DFDBEA59-2226-4DF6-831F-5E8B6B132214},277-180-181
2903,OSMP,No,Yes,Hiking Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,277-181-183,Yes,1244,277,0.427,2318,Boy Scout,{56948265-6CFF-460F-BA9F-388EC8FAC3B9},Moderate,No,No Dogs,No Dogs,1366,1244,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{2D805A97-6690-4958-BDA8-0FC70F4209C7},277-181-183
2904,OSMP,Yes,Yes,Multi-Use Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,272-168-169,Yes,1245,272,1.378,7393,Chapman Drive,{885AFC87-0725-4A13-9FAE-953948BFCAF4},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1367,1245,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{6711C065-D98D-449E-B474-FAE1E0D65CDA},272-168-169
2905,OSMP,Yes,Yes,Multi-Use Trail,2012/12/31 00:00:00+00,2099/12/31 00:00:00+00,272-169-170,Yes,1246,272,1.202,6445,Chapman Drive,{3091E134-7769-4286-8444-56EB07353220},Moderate,Yes,LR,Leash Required,1368,1246,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{8A39E045-7017-49C0-9224-17E94A567F17},272-169-170
2906,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,280-177-186,Yes,1262,280,0.213,1123,Flagstaff,{55DFF19B-EDFE-471C-9480-70535F813CBA},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1369,1262,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{A024E126-9E31-4F71-B703-F73FFD500DCB},280-177-186
2907,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,280-186-188,Yes,1263,280,0.019,107,Flagstaff,{E8A4CBF9-6319-414B-BABC-4193F386B70F},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1370,1263,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{40745E80-CF63-493B-8F06-CB58DC6D5BD0},280-186-188
2908,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,280-188-189,Yes,1264,280,0.636,3390,Flagstaff,{FFA26D33-95CF-429E-923D-F41C4F1E0A33},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1371,1264,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{6A840DDD-F660-4067-A6D0-0E580D43F8EB},280-188-189
2909,OSMP,No,Yes,Hiking Trail,2016/08/31 00:00:00+00,2099/12/31 00:00:00+00,281-188-186,Yes,1361,281,0.255,1305,Plains Overlook,{0EB63122-F4A3-4AAB-9B4E-FF6EB111B0D2},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1372,1361,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{553D4C20-1D8C-4E76-B3FB-DAE471C6CC8F},281-188-186
2910,OSMP,No,Yes,Hiking Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,321-180-179,Yes,1365,321,0.049,250,Sensory,{0791B381-A1A6-4111-A8A8-32E1DA3C73C1},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1373,1365,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{B2CB77B6-DBBB-46D7-A2F8-ED10E9F110F7},321-180-179
2911,OSMP,No,Yes,Hiking Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,321-178-179,Yes,1366,321,0.013,89,Sensory,{7B972A28-A77E-4C21-ABF1-50508B18F9F1},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1374,1366,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{A5B044F4-1BCC-4572-939C-FD29968DD95A},321-178-179
2912,OSMP,No,Yes,Hiking Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,321-179-178,Yes,1367,321,0.035,177,Sensory,{F92F9DC9-2D33-420B-91CD-F44AFC129A90},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1375,1367,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{9BC666BE-84B4-45F5-BFC0-BF0C10D9A82B},321-179-178
2913,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,273-173-171,Yes,1398,273,0.654,3604,Tenderfoot,{979210DD-0BEE-46DF-B66F-B3A646CD8396},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1376,1398,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{A3CB655A-4C8F-4391-A572-260BF06C6CCC},273-173-171
2914,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,273-171-172,Yes,1399,273,0.107,563,Tenderfoot,{4B0D572B-7103-4434-B1DD-4C71C94560B7},Moderate,Yes,LR,Leash Required,1377,1399,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{46DFDABB-B0C0-41BD-9C56-E9DA91D703C5},273-171-172
2915,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,273-171-169,Yes,1400,273,0.207,1130,Tenderfoot,{8C1185F4-706E-4D8D-A5E4-99661C48F3FC},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1378,1400,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{93555277-E9E5-4E0C-B94C-A7F0723C5A30},273-171-169
2916,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,275-174-175,Yes,1401,275,0.353,1883,Ute,{FD62E799-1DD0-4E3A-8B3E-4A554E80309E},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1379,1401,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{1438B30F-E81C-4A38-96FD-ED18BED0C3CB},275-174-175
2917,OSMP,No,Yes,Hiking Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,275-176-175,Yes,1402,275,0.111,609,Ute,{B4392068-7473-43DF-A34E-C666AA0BB664},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1380,1402,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{D75B0D47-2D9E-4D50-AB68-521441E512F7},275-176-175
2918,OSMP,No,Yes,Hiking Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,275-175-177,Yes,1403,275,0.178,963,Ute,{15C5D238-5B3A-4F6F-BB84-55FE14E860C7},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1381,1403,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{22A363B0-3B39-4941-B7A8-AB05D8D79C28},275-175-177
2919,OSMP,No,Yes,Hiking Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,275-177-178,Yes,1404,275,0.045,218,Ute,{3BD8B564-9988-43B0-B07D-AE2FD99AA61D},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1382,1404,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{B4BEE360-8A40-433F-9D17-4B3F6EED28BA},275-177-178
2920,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,275-180-177,Yes,1546,275,0.089,506,Ute,{67353D76-24A4-4165-AB36-DA936BB1DD63},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1383,1546,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{8A28B4D9-C42F-4B80-BE7F-E0B80921F0BC},275-180-177
2921,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,274-177-173,Yes,1547,274,0.633,3440,Range View,{BB043CD6-D1DF-47AF-B169-98031936C4D8},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1384,1547,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{EB6DF3BF-F650-4707-963E-BFFAB03A201B},274-177-173
2922,OSMP,No,Yes,Hiking Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,282-279-192,No,1169,282,0.018,-9999,Crown Rock,{E490DA95-B54A-41FB-AFA9-D654C6767817},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1385,1169,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{13950932-0380-418F-8CCC-5BD3067D92BB},282-279-192
2923,OSMP,No,Yes,Hiking Trail,2016/08/31 00:00:00+00,2099/12/31 00:00:00+00,327-276-277,No,1171,327,0.015,73,Crown Rock Picnic Loop,{E335EF3F-45BC-4A6A-AD70-1B5B6C6C415D},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1386,1171,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{4398BF08-FCF3-4E83-BA86-BD38D682CC99},327-276-277
2924,OSMP,No,Yes,Hiking Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,282-279-280,No,1175,282,0.015,72,Crown Rock,{BEE0A9FD-44CD-417C-B8FA-A3FC5D33735C},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1387,1175,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{2978C11D-8E2D-46A0-9524-34D923332FAB},282-279-280
2925,OSMP,No,Yes,Hiking Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,282-280-275,No,1176,282,0.045,255,Crown Rock,{4596FA93-40B9-4EF1-9741-389DBCD49EE7},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1388,1176,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{5FFB1ABF-6CB8-4CF1-A41E-85A0C2ED122B},282-280-275
2926,OSMP,No,Yes,Hiking Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,282-275-273,No,1177,282,0.064,320,Crown Rock,{F1B32FF8-07FB-4F73-9515-BE2F02608A8B},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1389,1177,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{E5221AB5-67FE-41FF-950B-36BABC5F9E9D},282-275-273
2927,OSMP,No,Yes,Hiking Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,282-273-151,No,1204,282,0.273,1531,Crown Rock,{419EBD07-CA32-4C1A-9564-1B2AF86E916B},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1390,1204,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{F18BE5CC-8BA9-495E-8FB2-CD7F03170AB3},282-273-151
2928,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,280-192-193,Yes,1265,280,0.239,1272,Flagstaff,{4F32E368-AEA4-43DB-BBD0-6E490260C9E3},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1391,1265,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{B2EC0D82-91EB-4C39-8190-B143E807760B},280-192-193
2929,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,280-193-194,Yes,1266,280,0.085,472,Flagstaff,{208DE4A3-9169-4CCB-A3D0-391257786135},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1392,1266,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{F689FAAD-3798-40F0-A642-E597C6D62AAB},280-193-194
