GISPROD3OSMPTrailsOSMPOBJECTID,GISPROD3OSMPTrailsOSMPOWNER,GISPROD3OSMPTrailsOSMPBICYCLES,GISPROD3OSMPTrailsOSMPDISPLAY,GISPROD3OSMPTrailsOSMPTRAILTYPE,GISPROD3OSMPTrailsOSMPDATEFROM,GISPROD3OSMPTrailsOSMPDATETO,GISPROD3OSMPTrailsOSMPSEGMENTID,GISPROD3OSMPTrailsOSMPHORSES,GISPROD3OSMPTrailsOSMPRID,GISPROD3OSMPTrailsOSMPTRLID,GISPROD3OSMPTrailsOSMPMILEAGE,GISPROD3OSMPTrailsOSMPMEASUREDFEET,GISPROD3OSMPTrailsOSMPTRAILNAME,GISPROD3OSMPTrailsOSMPGlobalID,GISPROD3OSMPTrailsOSMPDIFFICULTY,GISPROD3OSMPTrailsOSMPDOGS,GISPROD3OSMPTrailsOSMPDOGREGGEN,GISPROD3OSMPTrailsOSMPDOGREGDESC,GISPROD3OSMPTrailClosuresOBJECTID,GISPROD3OSMPTrailClosuresRID,GISPROD3OSMPTrailClosuresCLOSUREDURATION,GISPROD3OSMPTrailClosuresWEBLINK,GISPROD3OSMPTrailClosuresCLOSUREAREA,GISPROD3OSMPTrailClosuresTRAILSTATUS,GISPROD3OSMPTrailClosuresCLOSUREREASON,GISPROD3OSMPTrailClosuresLOCATIONDESCRIPTION,GISPROD3OSMPTrailClosuresCONTACT,GISPROD3OSMPTrailClosuresCOMMENTS,GISPROD3OSMPTrailClosuresGLOBALID,GISPROD3OSMPTrailClosuresSEGMENTID
2966,OSMP,No,Yes,Hiking Trail,2014/11/08 00:00:00+00,2099/12/31 00:00:00+00,257-254-255,No,1203,257,0.807,4490,Royal Arch,{D197FB88-6B49-4BBA-87D5-FA9D0F7BE102},Difficult,Yes,LVS,"Leash, Or Voice and Sight Control",1428,1203,Until Further Notice,,,Closed,Construction,,https://bouldercolorado.gov/services/osmp-closures,Trail closed 24-7 through November,{B976F9C6-598E-4550-A686-3E783311C066},257-254-255
2967,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,245-060-061,Yes,1254,245,0.328,1697,Enchanted Mesa,{21722BB6-2840-406A-9183-ECBC8EFDBC66},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1429,1254,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{0D78E169-447E-4E8E-8C43-7304A892AC07},245-060-061
2968,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,245-061-062,Yes,1255,245,0.203,1045,Enchanted Mesa,{72022DEF-AFE2-447F-B198-43C8870D24A1},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1430,1255,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{0DF18DA3-9F1B-4698-A1DB-BD87AD437312},245-061-062
2969,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,243-134-061,Yes,1256,243,0.158,831,Enchanted-Kohler Spur,{6CB792C9-156A-4D99-B471-075A289F43AB},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1431,1256,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{C2BB4461-3610-4996-85E3-3060826677C5},243-134-061
2970,OSMP,No,Yes,Hiking Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,248-060-064,Yes,1257,248,0.079,382,Enchanted - McClintock Spur,{1BB1B73E-7081-4865-917C-02395560A3A1},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1432,1257,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{005585A2-1D0F-4374-B3BE-9909B74BFDAF},248-060-064
2971,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,292-017-012,No,1271,292,0.124,680,Four Pines,{A2B75599-9B9E-4A9D-84EE-A9DA49B00C89},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1433,1271,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{96DFA450-D2ED-46BD-BC4C-0665C363663E},292-017-012
2972,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,245-058-059,Yes,1298,245,0.196,958,Enchanted Mesa,{32F69550-F37E-4BA5-8A32-D7E7B25F6AC4},Easy,Yes,LR,Leash Required,1437,1298,Until Further Notice,,,Open,Intermittent Closure,,https://bouldercolorado.gov/services/osmp-closures,Intermittent closures from 8 a.m. to 3 p.m. for three months,{E914CE0C-D3F2-42E4-B9DE-9FBC7845D3AE},245-058-059
2973,OSMP,No,Yes,Hiking Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,247-063-064,Yes,1299,247,0.296,1565,McClintock Upper,{2588B4A5-9413-491B-9917-E48D13CA6597},Moderate,No,No Dogs,No Dogs,1438,1299,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{2FA8C087-3506-4103-9E96-F8C9053F644B},247-063-064
2974,OSMP,No,Yes,Hiking Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,247-064-059,Yes,1300,247,0.155,822,McClintock Upper,{F3057EA9-2B9D-45EA-B0CF-B86D5FD66504},Moderate,No,No Dogs,No Dogs,1439,1300,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{5E683526-E5DF-4B49-8D98-72AAB20683FD},247-064-059
2975,OSMP,No,Yes,Hiking Trail,2013/11/02 00:00:00+00,2099/12/31 00:00:00+00,201-063-062,Yes,1321,201,0.253,1303,Mesa,{5CBE7DC3-B717-4929-83AB-66AA3A205572},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1440,1321,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{19D45830-C401-499A-984E-C3E47C74B477},201-063-062
2976,OSMP,No,Yes,Hiking Trail,2013/11/02 00:00:00+00,2099/12/31 00:00:00+00,201-126-063,Yes,1322,201,0.204,1091,Mesa,{CCE5DD92-C019-43A8-A7C0-89CEC007E729},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1441,1322,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{3ABB77C3-894D-4DAF-955A-1066A2388443},201-126-063
2977,OSMP,No,Yes,Hiking Trail,2016/08/31 00:00:00+00,2099/12/31 00:00:00+00,201-127-128,Yes,1323,201,0.149,782,Mesa,{1741E764-7700-4010-BE01-98A9A0692021},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1442,1323,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{4DAB5BDD-36D6-4AE2-9195-C749B20E821B},201-127-128
2978,OSMP,No,Yes,Hiking Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,244-128-130,Yes,1415,244,0.136,763,Wood's Quarry,{DFDE4941-B186-4912-A7BB-017B0C35E301},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1443,1415,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{CB5D487B-0E9B-4A05-83F5-2D3613A085C2},244-128-130
2979,OSMP,No,Yes,Hiking Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,244-131-130,Yes,1416,244,0.011,41,Wood's Quarry,{7A801F6C-2D17-4125-92C1-7B39F457E081},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1444,1416,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{38E78835-6493-45FC-8F41-5745ABB7A575},244-131-130
2980,OSMP,No,Yes,Hiking Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,244-130-127,Yes,1417,244,0.252,1353,Wood's Quarry,{7529754E-E156-4317-A53C-FA8707051495},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1445,1417,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{7E03234A-56A6-4163-85B6-DF0D45BF527A},244-130-127
2981,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,245-059-060,Yes,1581,245,0.445,2350,Enchanted Mesa,{EEA82D7E-A522-4F64-B7FF-35D616B2D58E},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1446,1581,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{30F78B2A-FF3A-4E76-91EC-E3E0030A8A4B},245-059-060
2982,OSMP,No,Yes,Hiking Trail,2013/11/02 00:00:00+00,2099/12/31 00:00:00+00,201-062-127,Yes,1320,201,0.006,48,Mesa,{BCCEFB22-23DE-4F00-A182-CF87C7C949B8},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1447,1320,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{46EBC7D3-D196-4D33-850A-09FD332E1BA4},201-062-127
2983,OSMP,No,Yes,Hiking Trail,2016/08/31 00:00:00+00,2099/12/31 00:00:00+00,264-269-266,No,1209,264,0.219,-9999,Amphitheater Express,{EE2E1F38-592E-433C-92E9-A194083BC5DC},Difficult,Yes,LVS,"Leash, Or Voice and Sight Control",1448,1209,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{A730DA4B-B288-4976-B08E-498AB68F2DD7},264-269-266
2984,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,256-260-029,Yes,1194,256,0.103,541,Flatirons Loop,{B103C663-23C0-4D1A-B26D-44ECF4BBB987},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1449,1194,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{3627F392-1A3F-4AD7-986D-9F1320AC33BF},256-260-029
2985,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,256-256-260,Yes,1196,256,0.226,1232,Flatirons Loop,{2E946C3C-129F-4D01-91E5-4EB93F4CAE70},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1450,1196,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{0A38215F-8BEC-404E-B3FB-E3B43E74A62B},256-256-260
2986,OSMP,No,Yes,Hiking Trail,2016/08/31 00:00:00+00,2099/12/31 00:00:00+00,259-265-263,No,1197,259,0.638,3495,1st/2nd Flatiron,{B7CE97CA-5D10-4665-9BB6-150DE1A22704},Difficult,Yes,LVS,"Leash, Or Voice and Sight Control",1451,1197,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,"Closed 8-4:30, M-F for repairs through Fall.",{5BDC7BA7-0E78-40BE-902E-FF3F1F630CD4},259-265-263
2987,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,259-261-260,No,1198,259,0.202,990,1st/2nd Flatiron,{D5323A4D-0B32-478E-B1E2-F029814D1746},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1452,1198,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,"Closed 8-4:30, M-F for repairs through Fall.",{95130240-F103-4FC6-842C-82A612A87436},259-261-260
2988,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,259-263-261,No,1199,259,0.012,164,1st/2nd Flatiron,{D60A54B8-19B1-4255-94AA-5FA5E6E42CAD},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1453,1199,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,"Closed 8-4:30, M-F for repairs through Fall.",{D600EF19-DF74-4229-8CC0-E792BA04CBDD},259-263-261
2989,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,256-255-256,Yes,1202,256,0.217,1179,Flatirons Loop,{0DE48DCF-E4F7-4D3A-8675-4CF98A064920},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1454,1202,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{26B45C3F-790B-48CA-B319-9166DE07F00B},256-255-256
2990,OSMP,No,Yes,Hiking Trail,2014/09/01 00:00:00+00,2099/12/31 00:00:00+00,266-151-152,Yes,1205,266,0.146,794,Gregory Canyon,{D17DF4AF-8D2D-4E29-94DF-1591D4C21F69},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1455,1205,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{87E97FD1-6141-43FF-884D-4D94EAFC1D30},266-151-152
2991,OSMP,No,Yes,Hiking Trail,2014/09/01 00:00:00+00,2099/12/31 00:00:00+00,266-152-363,Yes,1206,266,0.027,176,Gregory Canyon,{A369FECC-6875-440C-8A1E-C96808BBB9BF},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1456,1206,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{92CD88F3-3DB7-4B83-B8A2-3ACD4A45FF7A},266-152-363
2992,OSMP,No,Yes,Hiking Trail,2016/08/31 00:00:00+00,2099/12/31 00:00:00+00,267-152-167,No,1207,267,0.548,2957,Saddle Rock,{0C4708DF-26D4-43AD-911F-9FFBC60DE92D},Difficult,Yes,LVS,"Leash, Or Voice and Sight Control",1457,1207,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{4B22E423-F17F-486D-A9FE-58A4F0F1BBEF},267-152-167
2993,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,263-167-266,No,1208,263,0.179,1025,Amphitheater,{0E2B6BAD-D4A4-41E2-9DD8-C78E579A8E4E},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1458,1208,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{7E120A94-B4D9-4585-BB33-5EEFDB018EC9},263-167-266
2994,OSMP,No,Yes,Hiking Trail,2016/08/31 00:00:00+00,2099/12/31 00:00:00+00,263-266-267,No,1210,263,0.035,157,Amphitheater,{729AF271-2073-4FD1-9817-6DCB6FD5B998},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1459,1210,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{43193C48-2B98-478F-9217-E2F32FDB2139},263-266-267
2995,OSMP,No,Yes,Hiking Trail,2016/08/31 00:00:00+00,2099/12/31 00:00:00+00,263-267-269,No,1211,263,0.07,433,Amphitheater,{632A56C3-D19F-4467-9C34-3BF20013DDFC},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1460,1211,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{59A5FE5D-2481-45B3-9F93-7FADD22C7615},263-267-269
2996,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,263-269-122,No,1212,263,0.118,662,Amphitheater,{37118176-A479-4BFE-A8AC-0D30E42EEE91},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1461,1212,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{F381AC44-A576-40FE-A6FD-F2CC2FA9537C},263-269-122
2997,OSMP,No,Yes,Hiking Trail,2015/07/30 00:00:00+00,2099/12/31 00:00:00+00,339-019-020,Yes,1214,339,0.106,547,6th Street Connector,{498D4EB9-0293-4C7F-8703-73C4927907BA},Easy,Yes,LR,Leash Required,1462,1214,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{956CA73C-5404-4BD2-B76E-042BEB1564F8},339-019-020
2998,OSMP,No,Yes,Hiking Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,252-033-122,No,1240,252,0.024,138,Bluebell-Baird,{F7F91AF0-D4C8-41C0-B644-69BFD1F6CE44},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1480,1240,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{E4635EAE-F601-4D05-8BB3-A6FD93460D20},252-033-122
2999,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,263-122-075,No,1241,263,0.014,86,Amphitheater,{10925FC4-610C-4010-900A-C339170D56DB},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1481,1241,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{4D81AF65-F661-49A5-A64F-1B4729C0DC64},263-122-075
3000,OSMP,No,Yes,Hiking Trail,2016/03/28 00:00:00+00,2099/12/31 00:00:00+00,253-270-024,Yes,1379,253,0.23,1248,Ski Jump,{FAF22C32-F202-4A9C-9AFD-59132EB9681B},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1483,1379,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{1670529A-173B-47F6-A9FE-BE2A21C0F7AC},253-270-024
3001,OSMP,No,Yes,Hiking Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,252-123-030,Yes,1549,252,0.091,484,Bluebell-Baird,{0666CF58-6B74-4232-B9F6-A4E6DB9BA898},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1484,1549,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{F14E7D79-E5F0-41DF-8715-8A8206C628C9},252-123-030
3002,OSMP,No,Yes,Hiking Trail,2014/11/08 00:00:00+00,2099/12/31 00:00:00+00,257-255-123,Yes,1550,257,0.195,1030,Royal Arch,{C53BD0A5-4BC1-4F9F-AF22-1841DFE84BF9},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1485,1550,,,,Open,Intermittent Closure,,https://bouldercolorado.gov/services/osmp-closures,Trail closed M-Th 7am - 5pm into June,{BE1A08E0-86E5-4C71-A7B6-B1CFB8F903F3},257-255-123
3003,OSMP,No,Yes,Hiking Trail,2003/01/28 00:00:00+00,2099/12/31 00:00:00+00,273-174-173,Yes,1397,273,0.018,105,Tenderfoot,{009B0B09-A96D-449E-8C5B-7C73EA7E12D6},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1487,1397,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{D3F4AABE-F2D6-41E8-888B-E1E70817D2B9},273-174-173
3004,OSMP,No,Yes,Hiking Trail,2019/05/30 00:00:00+00,2099/12/31 00:00:00+00,201-086-112,Yes,1684,201,0.339,1768,Mesa,{D096EA57-DE02-4680-86EC-12882233F0CD},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1489,1684,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{2C27B10A-80A6-4121-A88C-DF30B89F3DE4},201-086-112
3005,OSMP,No,Yes,Hiking Trail,2019/06/12 00:00:00+00,2099/12/31 00:00:00+00,250-028-029,Yes,1674,250,0.308,1637,Chautauqua,{D86AC981-6AEF-406C-9BEB-30A9F2CEBAA6},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1491,1674,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{8BA7DBA6-49D2-46A4-96A1-C249FD908C30},250-028-029
3006,OSMP,No,Yes,Hiking Trail,2019/06/12 00:00:00+00,2099/12/31 00:00:00+00,250-024-028,Yes,1675,250,0.119,617,Chautauqua,{4B37C5E9-DA8C-450D-B009-387CC9B65C83},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1492,1675,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{17D5AF01-BEE7-47D1-8BC2-EEE7AE5D5AAB},250-024-028
3007,OSMP,No,Yes,Hiking Trail,2019/06/12 00:00:00+00,2099/12/31 00:00:00+00,250-020-024,Yes,1676,250,0.15,802,Chautauqua,{33F44757-B444-4FE4-8462-8FDA8363B91F},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1493,1676,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{102DE6F0-26B2-4A79-94AD-E77E91E80447},250-020-024
3008,OSMP,No,Yes,Hiking Trail,2019/06/12 00:00:00+00,2099/12/31 00:00:00+00,250-018-020,Yes,1677,250,0.079,421,Chautauqua,{0F7E312F-2515-4DCF-B756-2C840C2038E1},Easy,Yes,LR,Leash Required,1494,1677,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{19016F7B-D6E8-49F0-BCDB-A5C8A53D4770},250-018-020
3009,OSMP,Yes,Yes,Multi-Use Trail,2019/06/20 00:00:00+00,2099/12/31 00:00:00+00,403-618-621,Yes,1694,403,0.219,1127,Foothills South,{ECDEC0A9-9A59-47FF-8656-A894247E8A2D},Easy,Yes,LR,Leash Required,1495,1694,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{E31A148D-6341-4701-BCEB-851D6F442A62},403-618-621
3010,OSMP,Yes,Yes,Multi-Use Trail,2019/06/20 00:00:00+00,2099/12/31 00:00:00+00,403-617-618,Yes,1695,403,0.072,349,Foothills South,{46D3853E-5C74-4443-A22A-26D1E1ADA329},Easy,Yes,LR,Leash Required,1496,1695,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{715450D1-F4A7-4E2B-A732-411B1D1FDDD8},403-617-618
3011,OSMP,Yes,Yes,Multi-Use Trail,2019/06/20 00:00:00+00,2099/12/31 00:00:00+00,403-615-617,Yes,1696,403,0.452,2371,Foothills South,{CFA6B161-24BB-4931-8230-2645F1CC0C4F},Easy,Yes,LR,Leash Required,1497,1696,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{CF25D504-A423-495B-AA21-23E55209DE58},403-615-617
3012,OSMP,No,Yes,Hiking Trail,2019/06/12 00:00:00+00,2099/12/31 00:00:00+00,204-159-164,Yes,1673,204,0.402,2114,Shadow Canyon South,{E27F568C-A953-4749-B676-17B5FE97084F},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1498,1673,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{D0778FC4-CFCC-4900-8395-EEC4DBAE89FC},204-159-164
3013,OSMP,No,Yes,Hiking Trail,2019/06/12 00:00:00+00,2099/12/31 00:00:00+00,204-164-163,Yes,1672,204,0.112,591,Shadow Canyon South,{26A62445-41F6-4E4E-8748-50DF6B4A846A},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1499,1672,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{CC6D6962-0482-4BE9-93C3-0AC2625DE83E},204-164-163
3014,OSMP,No,Yes,Hiking Trail,2019/06/12 00:00:00+00,2099/12/31 00:00:00+00,204-163-161,Yes,1671,204,0.366,1938,Shadow Canyon South,{A55135D9-0362-4274-9F74-2CE007281998},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1500,1671,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{F4BAF266-05DE-42B5-B21E-F4FB28F6D532},204-163-161
3015,OSMP,No,Yes,Hiking Trail,2019/06/11 00:00:00+00,2099/12/31 00:00:00+00,201-072-065,Yes,1670,201,0.145,754,Mesa,{435ABA90-20FF-4025-B804-88F03B5EC0A0},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1501,1670,,,,Open,Maintenance,South Mesa Trailhead and Mesa Trail from Trailhead to Homestead Trail,https://bouldercolorado.gov/services/osmp-closures,Closed 7/12 & 7/13 for Restoration Work including Hazardous Tree Removal,{12940A0D-A6FB-4C53-8DA7-272B0FDDA8A4},201-072-065
3016,OSMP,No,Yes,Hiking Trail,2019/06/11 00:00:00+00,2099/12/31 00:00:00+00,201-065-073,Yes,1669,201,0.078,429,Mesa,{163CC781-A377-46A8-9B9B-C2A242FDA7C1},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1502,1669,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{FE875C87-837D-4A19-A79E-FFAFA68F050B},201-065-073
3017,OSMP,No,Yes,Hiking Trail,2019/06/11 00:00:00+00,2099/12/31 00:00:00+00,201-068-074,Yes,1667,201,0.123,638,Mesa,{41CCE6F9-B571-42F0-BEBF-4D20AC49916A},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1503,1667,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{A33CBC9E-C1D3-4D4B-9AA5-09476FA45A74},201-068-074
3018,OSMP,No,Yes,Hiking Trail,2019/06/11 00:00:00+00,2099/12/31 00:00:00+00,201-073-068,Yes,1668,201,0.15,772,Mesa,{99FB0FCC-28D1-42E5-8F84-EDAF61068511},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1504,1668,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{BF8C276F-92BA-4CF4-9930-B362B7A405B1},201-073-068
3019,OSMP,No,Yes,Hiking Trail,2019/06/11 00:00:00+00,2099/12/31 00:00:00+00,201-074-007,Yes,1666,201,0.061,324,Mesa,{6203DD08-8C93-40AD-A83B-2522D53341B6},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1505,1666,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{9BE837D3-FB87-4DA3-8A30-91954B692C2F},201-074-007
3020,OSMP,No,Yes,Hiking Trail,2019/06/11 00:00:00+00,2099/12/31 00:00:00+00,201-007-005,Yes,1665,201,0.224,1197,Mesa,{F860DA5D-68BA-4D10-B07F-F273805BB916},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1506,1665,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{C88E4AF7-0EEA-4442-BAC5-0A43DC8DBFF3},201-007-005
3021,OSMP,No,Yes,Hiking Trail,2019/06/11 00:00:00+00,2099/12/31 00:00:00+00,201-005-067,Yes,1664,201,0.303,1582,Mesa,{306FF310-3D53-40BB-942A-0CA85564CE67},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1507,1664,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{4F0A2126-97E5-47E7-A079-AEF4E5030DD4},201-005-067
3022,OSMP,No,Yes,Hiking Trail,2019/06/11 00:00:00+00,2099/12/31 00:00:00+00,201-067-066,Yes,1663,201,0.217,1142,Mesa,{42BDD81B-285F-4DDE-B099-3127AE8B63DF},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1508,1663,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{01FCF5B1-F809-47EA-9C70-986D1CADEB42},201-067-066
3023,OSMP,No,Yes,Hiking Trail,2019/06/11 00:00:00+00,2099/12/31 00:00:00+00,201-066-159,Yes,1662,201,0.175,912,Mesa,{3968200E-5137-4F53-B074-F246C96DF25F},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1509,1662,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{25A02394-B067-4CA8-8176-19E7B313350F},201-066-159
3024,OSMP,No,Yes,Hiking Trail,2019/06/12 00:00:00+00,2099/12/31 00:00:00+00,300-072-372,Yes,1678,300,0.044,210,Dunn House Loop,{F4930CEE-9005-4A50-BA2E-CF45FD6C3884},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1510,1678,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{833A73F4-8AAB-4306-8968-9F09D92A32F5},300-072-372
3025,OSMP,No,Yes,Hiking Trail,2019/06/11 00:00:00+00,2099/12/31 00:00:00+00,201-069-070,Yes,1682,201,0.022,124,Mesa,{82E7CFCA-E007-4DF7-BA48-CAC641CC4F7A},Easy,Yes,LR,Leash Required,1511,1682,,,,Open,Maintenance,South Mesa Trailhead and Mesa Trail from Trailhead to Homestead Trail,https://bouldercolorado.gov/services/osmp-closures,"Closed 7/12 & 7/13 for Restoration work including Hazardous Tree Removal, with rolling 5-15 minute closures through 7/16",{DB81BDCD-17C9-4BD7-A70B-679BD07DC9F1},201-069-070
3026,OSMP,No,Yes,Hiking Trail,2019/06/11 00:00:00+00,2099/12/31 00:00:00+00,201-070-071,Yes,1681,201,0.038,196,Mesa,{CE342EC0-7D3D-4452-8880-66E7A76A73E1},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1512,1681,,,,Open,Maintenance,South Mesa Trailhead and Mesa Trail from Trailhead to Homestead Trail,https://bouldercolorado.gov/services/osmp-closures,Closed 7/12 & 7/13 for Restoration Work including Hazardous Tree Removal,{109109BC-DEAA-4C71-9957-076873B086EF},201-070-071
